"NOME_PRODOTTO","DATA_RILEVAZIONE","PREZZO","IVA","ACCISA","NETTO"
"Benzina","2022-03-14","2184.58","393.94","728.40","1062.24"
"Gasolio auto","2022-03-14","2154.63","388.54","617.40","1148.69"
"GPL","2022-03-14","870.67","157.01","147.27","566.39"
"Benzina","2022-03-21","2137.19","385.39","728.40","1023.40"
"Gasolio auto","2022-03-21","2124.56","383.12","617.40","1124.04"
"GPL","2022-03-21","876.81","158.11","147.27","571.43"
"Benzina","2022-03-28","1870.44","337.29","478.40","1054.75"
"Gasolio auto","2022-03-28","1857.88","335.03","367.40","1155.45"
"GPL","2022-03-28","843.54","152.11","100.44","590.99"
"Benzina","2022-04-04","1792.72","323.28","478.40","991.04"
"Gasolio auto","2022-04-04","1788.17","322.46","367.40","1098.31"
"GPL","2022-04-04","829.69","149.62","100.44","579.63"
"Benzina","2022-04-11","1765.36","318.34","478.40","968.62"
"Gasolio auto","2022-04-11","1760.56","317.48","367.40","1075.68"
"GPL","2022-04-11","837.28","150.98","100.44","585.86"
"Benzina","2022-04-18","1757.24","316.88","478.40","961.96"
"Gasolio auto","2022-04-18","1750.73","315.71","367.40","1067.62"
"GPL","2022-04-18","838.93","151.28","100.44","587.21"
"Benzina","2022-04-25","1766.28","318.51","478.40","969.37"
"Gasolio auto","2022-04-25","1767.42","318.72","367.40","1081.30"
"GPL","2022-04-25","840.48","151.56","100.44","588.48"
"Benzina","2022-05-02","1778.28","320.67","478.40","979.21"
"Gasolio auto","2022-05-02","1791.12","322.99","367.40","1100.73"
"GPL","2022-05-02","844.79","152.34","100.44","592.01"
"Benzina","2022-05-09","1808.27","326.08","478.40","1003.79"
"Gasolio auto","2022-05-09","1830.60","330.11","367.40","1133.09"
"GPL","2022-05-09","837.75","151.07","100.44","586.24"
"Benzina","2022-05-16","1823.14","328.76","478.40","1015.98"
"Gasolio auto","2022-05-16","1827.96","329.63","367.40","1130.93"
"GPL","2022-05-16","834.31","150.45","100.44","583.42"
"Benzina","2022-05-23","1873.11","337.77","478.40","1056.94"
"Gasolio auto","2022-05-23","1819.95","328.19","367.40","1124.36"
"GPL","2022-05-23","832.08","150.05","100.44","581.59"
"Benzina","2022-05-30","1885.46","340.00","478.40","1067.06"
"Gasolio auto","2022-05-30","1812.79","326.90","367.40","1118.49"
"GPL","2022-05-30","830.89","149.83","100.44","580.62"
"Benzina","2022-06-06","1940.54","349.93","478.40","1112.21"
"Gasolio auto","2022-06-06","1851.52","333.88","367.40","1150.24"
"GPL","2022-06-06","830.25","149.72","100.44","580.09"
"Benzina","2022-06-13","2014.26","363.23","478.40","1172.63"
"Gasolio auto","2022-06-13","1935.27","348.98","367.40","1218.89"
"GPL","2022-06-13","829.79","149.63","100.44","579.72"
"Benzina","2022-06-20","2063.48","372.10","478.40","1212.98"
"Gasolio auto","2022-06-20","2006.04","361.74","367.40","1276.90"
"GPL","2022-06-20","829.72","149.62","100.44","579.66"
"Benzina","2022-06-27","2073.98","374.00","478.40","1221.58"
"Gasolio auto","2022-06-27","2033.83","366.76","367.40","1299.67"
"GPL","2022-06-27","829.63","149.61","100.44","579.58"
"Benzina","2022-07-04","2065.05","372.39","478.40","1214.26"
"Gasolio auto","2022-07-04","2022.53","364.72","367.40","1290.41"
"GPL","2022-07-04","828.89","149.47","100.44","578.98"
"Benzina","2022-07-11","2028.44","365.78","478.40","1184.26"
"Gasolio auto","2022-07-11","1981.63","357.34","367.40","1256.89"
"GPL","2022-07-11","826.76","149.09","100.44","577.23"
"Benzina","2022-07-18","1988.71","358.62","478.40","1151.69"
"Gasolio auto","2022-07-18","1940.89","350.00","367.40","1223.49"
"GPL","2022-07-18","825.41","148.84","100.44","576.13"
"Benzina","2022-07-25","1937.48","349.38","478.40","1109.70"
"Gasolio auto","2022-07-25","1894.46","341.62","367.40","1185.44"
"GPL","2022-07-25","823.58","148.51","100.44","574.63"
"Benzina","2022-08-01","1877.15","338.50","478.40","1060.25"
"Gasolio auto","2022-08-01","1851.65","333.90","367.40","1150.35"
"GPL","2022-08-01","820.68","147.99","100.44","572.25"
"Benzina","2022-08-08","1830.60","330.11","478.40","1022.09"
"Gasolio auto","2022-08-08","1811.28","326.62","367.40","1117.26"
"GPL","2022-08-08","808.98","145.88","100.44","562.66"
"Benzina","2022-08-15","1770.22","319.22","478.40","972.60"
"Gasolio auto","2022-08-15","1756.53","316.75","367.40","1072.38"
"GPL","2022-08-15","800.40","144.33","100.44","555.63"
"Benzina","2022-08-22","1749.31","315.45","478.40","955.46"
"Gasolio auto","2022-08-22","1744.40","314.56","367.40","1062.44"
"GPL","2022-08-22","805.11","145.18","100.44","559.49"
